point query Linear
chunk size, average elapsed time
24876977records have been loaded.
data have been inserted
chunk size, start_pos, end_pos 10000999
7000, 7999, 7182, 492
7000, 7999, 7183, 2034
7000, 7999, 7184, 1223
7000, 7999, 7185, 992
7000, 7999, 7186, 919
7000, 7999, 7187, 215
7000, 7999, 7188, 1256
7000, 7999, 7189, 587
7000, 7999, 7190, 601
7000, 7999, 7191, 536
7000, 7999, 7192, 1636
7000, 7999, 7193, 1128
7000, 7999, 7194, 44
7000, 7999, 7195, 1303
7000, 7999, 7196, 306
7000, 7999, 7197, 902
7000, 7999, 7198, 1134
7000, 7999, 7199, 454
7000, 7999, 7200, 2082
7000, 7999, 7201, 2117
7000, 7999, 7202, 45
7000, 7999, 7203, 611
7000, 7999, 7204, 1148
7000, 7999, 7205, 1107
7000, 7999, 7206, 1578
7000, 7999, 7207, 1176
7000, 7999, 7208, 1412
7000, 7999, 7209, 28
7000, 7999, 7210, 1696
7000, 7999, 7211, 560
7000, 7999, 7212, 883
7000, 7999, 7213, 1669
7000, 7999, 7214, 1123
7000, 7999, 7215, 1107
7000, 7999, 7216, 635
7000, 7999, 7217, 541
7000, 7999, 7218, 1002
7000, 7999, 7219, 685
7000, 7999, 7220, 1877
7000, 7999, 7221, 1720
7000, 7999, 7222, 1684
7000, 7999, 7223, 1089
7000, 7999, 7224, 1402
7000, 7999, 7225, 223
7000, 7999, 7226, 1411
7000, 7999, 7227, 1427
7000, 7999, 7228, 1021
7000, 7999, 7229, 361
7000, 7999, 7230, 190
7000, 7999, 7231, 1136
7000, 7999, 7232, 991
7000, 7999, 7233, 655
7000, 7999, 7234, 342
7000, 7999, 7235, 1119
7000, 7999, 7236, 2706
7000, 7999, 7237, 1822
7000, 7999, 7238, 954
7000, 7999, 7239, 1582
7000, 7999, 7240, 1543
7000, 7999, 7241, 405
7000, 7999, 7242, 957
7000, 7999, 7243, 1959
7000, 7999, 7244, 1315
7000, 7999, 7245, 1817
7000, 7999, 7246, 1595
7000, 7999, 7247, 1278
7000, 7999, 7248, 1654
7000, 7999, 7249, 350
7000, 7999, 7250, 2039
7000, 7999, 7251, 1690
7000, 7999, 7252, 481
7000, 7999, 7253, 1050
7000, 7999, 7254, 1709
7000, 7999, 7255, 1258
7000, 7999, 7256, 1075
7000, 7999, 7257, 1807
7000, 7999, 7258, 415
7000, 7999, 7259, 1601
7000, 7999, 7260, 1221
7000, 7999, 7261, 2651
7000, 7999, 7262, 1261
7000, 7999, 7263, 699
7000, 7999, 7264, 1802
7000, 7999, 7265, 832
7000, 7999, 7266, 304
7000, 7999, 7267, 1691
7000, 7999, 7268, 2164
7000, 7999, 7269, 2242
7000, 7999, 7270, 1706
7000, 7999, 7271, 1222
7000, 7999, 7272, 1537
7000, 7999, 7273, 112
7000, 7999, 7274, 667
7000, 7999, 7275, 1863
7000, 7999, 7276, 2318
7000, 7999, 7277, 1365
7000, 7999, 7278, 562
7000, 7999, 7279, 1312
7000, 7999, 7280, 943
7000, 7999, 7281, 1673
7000, 7999, 7282, 1013
7000, 7999, 7283, 668
7000, 7999, 7284, 885
7000, 7999, 7285, 62
7000, 7999, 7286, 1117
7000, 7999, 7287, 488
7000, 7999, 7288, 2508
7000, 7999, 7289, 1032
7000, 7999, 7290, 1807
7000, 7999, 7291, 153
7000, 7999, 7292, 751
7000, 7999, 7293, 1636
7000, 7999, 7294, 2074
7000, 7999, 7295, 408
7000, 7999, 7296, 2329
7000, 7999, 7297, 1134
7000, 7999, 7298, 352
7000, 7999, 7299, 2019
7000, 7999, 7300, 1347
7000, 7999, 7301, 410
7000, 7999, 7302, 1575
7000, 7999, 7303, 1605
7000, 7999, 7304, 135
7000, 7999, 7305, 1230
7000, 7999, 7306, 2349
7000, 7999, 7307, 104
7000, 7999, 7308, 461
7000, 7999, 7309, 630
7000, 7999, 7310, 1538
7000, 7999, 7311, 1265
7000, 7999, 7312, 670
7000, 7999, 7313, 1993
7000, 7999, 7314, 408
7000, 7999, 7315, 977
7000, 7999, 7316, 773
7000, 7999, 7317, 1323
7000, 7999, 7318, 2279
7000, 7999, 7319, 187
7000, 7999, 7320, 851
7000, 7999, 7321, 1744
7000, 7999, 7322, 191
7000, 7999, 7323, 408
7000, 7999, 7324, 986
7000, 7999, 7325, 1254
7000, 7999, 7326, 1349
7000, 7999, 7327, 914
7000, 7999, 7328, 1226
7000, 7999, 7329, 848
7000, 7999, 7330, 2149
7000, 7999, 7331, 1513
7000, 7999, 7332, 246
7000, 7999, 7333, 951
7000, 7999, 7334, 59
7000, 7999, 7335, 69
7000, 7999, 7336, 171
7000, 7999, 7337, 721
7000, 7999, 7338, 1001
7000, 7999, 7339, 1654
7000, 7999, 7340, 2399
7000, 7999, 7341, 2125
7000, 7999, 7342, 1087
7000, 7999, 7343, 1209
7000, 7999, 7344, 675
7000, 7999, 7345, 734
7000, 7999, 7346, 459
7000, 7999, 7347, 697
7000, 7999, 7348, 1121
7000, 7999, 7349, 1423
7000, 7999, 7350, 152
7000, 7999, 7351, 1010
7000, 7999, 7352, 459
7000, 7999, 7353, 621
7000, 7999, 7354, 263
7000, 7999, 7355, 52
7000, 7999, 7356, 994
7000, 7999, 7357, 2191
7000, 7999, 7358, 1713
7000, 7999, 7359, 122
7000, 7999, 7360, 1495
7000, 7999, 7361, 870
7000, 7999, 7362, 2747
7000, 7999, 7363, 1651
7000, 7999, 7364, 1166
7000, 7999, 7365, 1937
7000, 7999, 7366, 1100
7000, 7999, 7367, 1176
7000, 7999, 7368, 294
7000, 7999, 7369, 541
7000, 7999, 7370, 1939
7000, 7999, 7371, 2137
7000, 7999, 7372, 224
7000, 7999, 7373, 2053
7000, 7999, 7374, 482
7000, 7999, 7375, 810
7000, 7999, 7376, 366
7000, 7999, 7377, 1732
7000, 7999, 7378, 348
7000, 7999, 7379, 908
7000, 7999, 7380, 679
7000, 7999, 7381, 1918
7000, 7999, 7382, 1223
7000, 7999, 7383, 718
7000, 7999, 7384, 495
7000, 7999, 7385, 1282
7000, 7999, 7386, 410
7000, 7999, 7387, 1109
7000, 7999, 7388, 1339
7000, 7999, 7389, 1864
7000, 7999, 7390, 226
7000, 7999, 7391, 1846
7000, 7999, 7392, 590
7000, 7999, 7393, 1404
7000, 7999, 7394, 582
7000, 7999, 7395, 686
7000, 7999, 7396, 915
7000, 7999, 7397, 713
7000, 7999, 7398, 1155
7000, 7999, 7399, 1535
7000, 7999, 7400, 2112
7000, 7999, 7401, 1309
7000, 7999, 7402, 1458
7000, 7999, 7403, 1733
7000, 7999, 7404, 166
7000, 7999, 7405, 1380
7000, 7999, 7406, 885
7000, 7999, 7407, 1456
7000, 7999, 7408, 514
7000, 7999, 7409, 1893
7000, 7999, 7410, 686
7000, 7999, 7411, 2049
7000, 7999, 7412, 458
7000, 7999, 7413, 996
7000, 7999, 7414, 105
7000, 7999, 7415, 1320
7000, 7999, 7416, 214
7000, 7999, 7417, 2208
7000, 7999, 7418, 401
7000, 7999, 7419, 605
7000, 7999, 7420, 1563
7000, 7999, 7421, 1154
7000, 7999, 7422, 1664
7000, 7999, 7423, 1635
7000, 7999, 7424, 1134
7000, 7999, 7425, 1348
7000, 7999, 7426, 1162
7000, 7999, 7427, 1520
7000, 7999, 7428, 321
7000, 7999, 7429, 494
7000, 7999, 7430, 306
7000, 7999, 7431, 1054
7000, 7999, 7432, 931
7000, 7999, 7433, 1301
7000, 7999, 7434, 1578
7000, 7999, 7435, 2134
7000, 7999, 7436, 125
7000, 7999, 7437, 3297
7000, 7999, 7438, 1020
7000, 7999, 7439, 516
7000, 7999, 7440, 1154
7000, 7999, 7441, 743
7000, 7999, 7442, 1049
7000, 7999, 7443, 1964
7000, 7999, 7444, 1257
7000, 7999, 7445, 1164
7000, 7999, 7446, 1101
7000, 7999, 7447, 1094
7000, 7999, 7448, 721
7000, 7999, 7449, 404
7000, 7999, 7450, 2008
7000, 7999, 7451, 1038
7000, 7999, 7452, 1624
7000, 7999, 7453, 2218
7000, 7999, 7454, 1364
7000, 7999, 7455, 310
7000, 7999, 7456, 1343
7000, 7999, 7457, 182
7000, 7999, 7458, 2379
7000, 7999, 7459, 1253
7000, 7999, 7460, 385
7000, 7999, 7461, 1775
7000, 7999, 7462, 505
7000, 7999, 7463, 1166
7000, 7999, 7464, 2724
7000, 7999, 7465, 2576
7000, 7999, 7466, 1713
7000, 7999, 7467, 1363
7000, 7999, 7468, 1692
7000, 7999, 7469, 142
7000, 7999, 7470, 1530
7000, 7999, 7471, 1658
7000, 7999, 7472, 757
7000, 7999, 7473, 1982
7000, 7999, 7474, 977
7000, 7999, 7475, 1076
7000, 7999, 7476, 113
7000, 7999, 7477, 1860
7000, 7999, 7478, 1535
7000, 7999, 7479, 431
7000, 7999, 7480, 1005
7000, 7999, 7481, 461
7000, 7999, 7482, 1550
7000, 7999, 7483, 1351
7000, 7999, 7484, 1069
7000, 7999, 7485, 1941
7000, 7999, 7486, 2026
7000, 7999, 7487, 766
7000, 7999, 7488, 2260
7000, 7999, 7489, 1927
7000, 7999, 7490, 453
7000, 7999, 7491, 636
7000, 7999, 7492, 1850
7000, 7999, 7493, 1844
7000, 7999, 7494, 2077
7000, 7999, 7495, 1522
7000, 7999, 7496, 703
7000, 7999, 7497, 831
7000, 7999, 7498, 671
7000, 7999, 7499, 725
7000, 7999, 7500, 907
7000, 7999, 7501, 298
7000, 7999, 7502, 1365
7000, 7999, 7503, 2509
7000, 7999, 7504, 944
7000, 7999, 7505, 1041
7000, 7999, 7506, 1846
7000, 7999, 7507, 1189
7000, 7999, 7508, 449
7000, 7999, 7509, 1341
7000, 7999, 7510, 1130
7000, 7999, 7511, 263
7000, 7999, 7512, 2071
7000, 7999, 7513, 227
7000, 7999, 7514, 1311
7000, 7999, 7515, 467
7000, 7999, 7516, 1405
7000, 7999, 7517, 300
7000, 7999, 7518, 567
7000, 7999, 7519, 1982
7000, 7999, 7520, 786
7000, 7999, 7521, 932
7000, 7999, 7522, 1501
7000, 7999, 7523, 214
7000, 7999, 7524, 1762
7000, 7999, 7525, 463
7000, 7999, 7526, 1900
7000, 7999, 7527, 2204
7000, 7999, 7528, 1130
7000, 7999, 7529, 707
7000, 7999, 7530, 926
7000, 7999, 7531, 331
7000, 7999, 7532, 1560
7000, 7999, 7533, 2309
7000, 7999, 7534, 2684
7000, 7999, 7535, 1403
7000, 7999, 7536, 451
7000, 7999, 7537, 2428
7000, 7999, 7538, 1088
7000, 7999, 7539, 995
7000, 7999, 7540, 2220
7000, 7999, 7541, 2728
7000, 7999, 7542, 240
7000, 7999, 7543, 706
7000, 7999, 7544, 455
7000, 7999, 7545, 1278
7000, 7999, 7546, 72
7000, 7999, 7547, 1382
7000, 7999, 7548, 59
7000, 7999, 7549, 96
7000, 7999, 7550, 738
7000, 7999, 7551, 1710
7000, 7999, 7552, 1487
7000, 7999, 7553, 1348
7000, 7999, 7554, 621
7000, 7999, 7555, 626
7000, 7999, 7556, 1113
7000, 7999, 7557, 1424
7000, 7999, 7558, 1650
7000, 7999, 7559, 179
7000, 7999, 7560, 2019
7000, 7999, 7561, 481
7000, 7999, 7562, 1121
7000, 7999, 7563, 2834
7000, 7999, 7564, 119
7000, 7999, 7565, 229
7000, 7999, 7566, 620
7000, 7999, 7567, 1644
7000, 7999, 7568, 1317
7000, 7999, 7569, 673
7000, 7999, 7570, 473
7000, 7999, 7571, 82
7000, 7999, 7572, 1822
7000, 7999, 7573, 139
7000, 7999, 7574, 508
7000, 7999, 7575, 678
7000, 7999, 7576, 2209
7000, 7999, 7577, 269
7000, 7999, 7578, 734
7000, 7999, 7579, 1174
7000, 7999, 7580, 1755
7000, 7999, 7581, 1489
7000, 7999, 7582, 222
7000, 7999, 7583, 928
7000, 7999, 7584, 1039
7000, 7999, 7585, 876
7000, 7999, 7586, 372
7000, 7999, 7587, 1287
7000, 7999, 7588, 558
7000, 7999, 7589, 278
7000, 7999, 7590, 510
7000, 7999, 7591, 2770
7000, 7999, 7592, 1500
7000, 7999, 7593, 320
7000, 7999, 7594, 1257
7000, 7999, 7595, 1938
7000, 7999, 7596, 336
7000, 7999, 7597, 821
7000, 7999, 7598, 1318
7000, 7999, 7599, 757
7000, 7999, 7600, 1783
7000, 7999, 7601, 2187
7000, 7999, 7602, 2086
7000, 7999, 7603, 109
7000, 7999, 7604, 457
7000, 7999, 7605, 909
7000, 7999, 7606, 2294
7000, 7999, 7607, 1355
7000, 7999, 7608, 1402
7000, 7999, 7609, 2385
7000, 7999, 7610, 1483
7000, 7999, 7611, 127
7000, 7999, 7612, 2654
7000, 7999, 7613, 380
7000, 7999, 7614, 100
7000, 7999, 7615, 1729
7000, 7999, 7616, 972
7000, 7999, 7617, 2201
7000, 7999, 7618, 247
7000, 7999, 7619, 2141
7000, 7999, 7620, 2164
7000, 7999, 7621, 404
7000, 7999, 7622, 1779
7000, 7999, 7623, 293
7000, 7999, 7624, 742
7000, 7999, 7625, 1577
7000, 7999, 7626, 1060
7000, 7999, 7627, 801
7000, 7999, 7628, 2145
7000, 7999, 7629, 1950
7000, 7999, 7630, 1033
7000, 7999, 7631, 590
7000, 7999, 7632, 1696
7000, 7999, 7633, 241
7000, 7999, 7634, 1866
7000, 7999, 7635, 1783
7000, 7999, 7636, 1927
7000, 7999, 7637, 1636
7000, 7999, 7638, 459
7000, 7999, 7639, 1672
7000, 7999, 7640, 1793
7000, 7999, 7641, 403
7000, 7999, 7642, 586
7000, 7999, 7643, 1323
7000, 7999, 7644, 970
7000, 7999, 7645, 229
7000, 7999, 7646, 1745
7000, 7999, 7647, 1824
7000, 7999, 7648, 580
7000, 7999, 7649, 675
7000, 7999, 7650, 142
7000, 7999, 7651, 1323
7000, 7999, 7652, 102
7000, 7999, 7653, 1794
7000, 7999, 7654, 930
7000, 7999, 7655, 1522
7000, 7999, 7656, 114
7000, 7999, 7657, 880
7000, 7999, 7658, 1450
7000, 7999, 7659, 661
7000, 7999, 7660, 1001
7000, 7999, 7661, 1480
7000, 7999, 7662, 1960
7000, 7999, 7663, 167
7000, 7999, 7664, 1993
7000, 7999, 7665, 1724
7000, 7999, 7666, 1767
7000, 7999, 7667, 687
7000, 7999, 7668, 682
7000, 7999, 7669, 1406
7000, 7999, 7670, 1273
7000, 7999, 7671, 1422
7000, 7999, 7672, 561
7000, 7999, 7673, 885
7000, 7999, 7674, 1193
7000, 7999, 7675, 1718
7000, 7999, 7676, 412
7000, 7999, 7677, 1073
7000, 7999, 7678, 813
7000, 7999, 7679, 957
7000, 7999, 7680, 155
7000, 7999, 7681, 1131
7000, 7999, 7682, 1779
7000, 7999, 7683, 469
7000, 7999, 7684, 1589
7000, 7999, 7685, 286
7000, 7999, 7686, 892
7000, 7999, 7687, 1701
7000, 7999, 7688, 918
7000, 7999, 7689, 734
7000, 7999, 7690, 1784
7000, 7999, 7691, 2144
7000, 7999, 7692, 1462
7000, 7999, 7693, 1088
7000, 7999, 7694, 1601
7000, 7999, 7695, 387
7000, 7999, 7696, 1530
7000, 7999, 7697, 939
7000, 7999, 7698, 551
7000, 7999, 7699, 1999
7000, 7999, 7700, 1377
7000, 7999, 7701, 844
7000, 7999, 7702, 1089
7000, 7999, 7703, 1418
7000, 7999, 7704, 401
7000, 7999, 7705, 1011
7000, 7999, 7706, 989
7000, 7999, 7707, 1630
7000, 7999, 7708, 1506
7000, 7999, 7709, 129
7000, 7999, 7710, 1708
7000, 7999, 7711, 71
7000, 7999, 7712, 1632
7000, 7999, 7713, 665
7000, 7999, 7714, 589
7000, 7999, 7715, 936
7000, 7999, 7716, 2431
7000, 7999, 7717, 2021
7000, 7999, 7718, 2382
7000, 7999, 7719, 1067
7000, 7999, 7720, 1471
7000, 7999, 7721, 739
7000, 7999, 7722, 2110
7000, 7999, 7723, 1946
7000, 7999, 7724, 1501
7000, 7999, 7725, 2423
7000, 7999, 7726, 1026
7000, 7999, 7727, 2122
7000, 7999, 7728, 870
7000, 7999, 7729, 1464
7000, 7999, 7730, 1195
7000, 7999, 7731, 407
7000, 7999, 7732, 126
7000, 7999, 7733, 1640
7000, 7999, 7734, 1015
7000, 7999, 7735, 379
7000, 7999, 7736, 847
7000, 7999, 7737, 1287
7000, 7999, 7738, 1054
7000, 7999, 7739, 1327
7000, 7999, 7740, 1552
7000, 7999, 7741, 1676
7000, 7999, 7742, 993
7000, 7999, 7743, 311
7000, 7999, 7744, 1639
7000, 7999, 7745, 805
7000, 7999, 7746, 311
7000, 7999, 7747, 1224
7000, 7999, 7748, 1514
7000, 7999, 7749, 1907
7000, 7999, 7750, 142
7000, 7999, 7751, 466
7000, 7999, 7752, 137
7000, 7999, 7753, 435
7000, 7999, 7754, 381
7000, 7999, 7755, 480
7000, 7999, 7756, 609
7000, 7999, 7757, 405
7000, 7999, 7758, 797
7000, 7999, 7759, 2680
7000, 7999, 7760, 115
7000, 7999, 7761, 1919
7000, 7999, 7762, 855
7000, 7999, 7763, 442
7000, 7999, 7764, 891
7000, 7999, 7765, 799
7000, 7999, 7766, 1303
7000, 7999, 7767, 751
7000, 7999, 7768, 1309
7000, 7999, 7769, 1487
7000, 7999, 7770, 656
7000, 7999, 7771, 573
7000, 7999, 7772, 1264
7000, 7999, 7773, 1481
7000, 7999, 7774, 1438
7000, 7999, 7775, 1970
7000, 7999, 7776, 1047
7000, 7999, 7777, 1840
7000, 7999, 7778, 1147
7000, 7999, 7779, 1211
7000, 7999, 7780, 2447
7000, 7999, 7781, 1259
7000, 7999, 7782, 1521
7000, 7999, 7783, 2431
7000, 7999, 7784, 955
7000, 7999, 7785, 595
7000, 7999, 7786, 1183
7000, 7999, 7787, 2410
7000, 7999, 7788, 2150
7000, 7999, 7789, 2389
7000, 7999, 7790, 681
7000, 7999, 7791, 102
7000, 7999, 7792, 689
7000, 7999, 7793, 1312
7000, 7999, 7794, 767
7000, 7999, 7795, 338
7000, 7999, 7796, 147
7000, 7999, 7797, 1885
7000, 7999, 7798, 608
7000, 7999, 7799, 402
7000, 7999, 7800, 1268
7000, 7999, 7801, 1468
7000, 7999, 7802, 1712
7000, 7999, 7803, 748
7000, 7999, 7804, 722
7000, 7999, 7805, 222
7000, 7999, 7806, 1873
7000, 7999, 7807, 1007
7000, 7999, 7808, 137
7000, 7999, 7809, 280
7000, 7999, 7810, 1330
7000, 7999, 7811, 425
7000, 7999, 7812, 1542
7000, 7999, 7813, 737
7000, 7999, 7814, 2374
7000, 7999, 7815, 1251
7000, 7999, 7816, 1088
7000, 7999, 7817, 828
7000, 7999, 7818, 1843
7000, 7999, 7819, 2780
7000, 7999, 7820, 1420
7000, 7999, 7821, 1645
7000, 7999, 7822, 1411
7000, 7999, 7823, 266
7000, 7999, 7824, 902
7000, 7999, 7825, 917
7000, 7999, 7826, 814
7000, 7999, 7827, 123
7000, 7999, 7828, 111
7000, 7999, 7829, 923
7000, 7999, 7830, 1118
7000, 7999, 7831, 278
7000, 7999, 7832, 769
7000, 7999, 7833, 2221
7000, 7999, 7834, 746
7000, 7999, 7835, 1258
7000, 7999, 7836, 722
7000, 7999, 7837, 287
7000, 7999, 7838, 748
7000, 7999, 7839, 233
7000, 7999, 7840, 435
7000, 7999, 7841, 2401
7000, 7999, 7842, 1956
7000, 7999, 7843, 1955
7000, 7999, 7844, 1629
7000, 7999, 7845, 459
7000, 7999, 7846, 67
7000, 7999, 7847, 1861
7000, 7999, 7848, 1142
7000, 7999, 7849, 2578
7000, 7999, 7850, 1667
7000, 7999, 7851, 1280
7000, 7999, 7852, 168
7000, 7999, 7853, 624
7000, 7999, 7854, 1136
7000, 7999, 7855, 1543
7000, 7999, 7856, 834
7000, 7999, 7857, 528
7000, 7999, 7858, 1579
7000, 7999, 7859, 240
7000, 7999, 7860, 831
7000, 7999, 7861, 98
7000, 7999, 7862, 1473
7000, 7999, 7863, 1135
7000, 7999, 7864, 2105
7000, 7999, 7865, 1043
7000, 7999, 7866, 333
7000, 7999, 7867, 1136
7000, 7999, 7868, 1516
7000, 7999, 7869, 525
7000, 7999, 7870, 1573
7000, 7999, 7871, 1329
7000, 7999, 7872, 167
7000, 7999, 7873, 830
7000, 7999, 7874, 533
7000, 7999, 7875, 243
7000, 7999, 7876, 175
7000, 7999, 7877, 1589
7000, 7999, 7878, 2445
7000, 7999, 7879, 883
7000, 7999, 7880, 2379
7000, 7999, 7881, 1227
7000, 7999, 7882, 593
7000, 7999, 7883, 2865
7000, 7999, 7884, 59
7000, 7999, 7885, 2787
7000, 7999, 7886, 114
7000, 7999, 7887, 1593
7000, 7999, 7888, 710
7000, 7999, 7889, 172
7000, 7999, 7890, 534
7000, 7999, 7891, 1312
7000, 7999, 7892, 2107
7000, 7999, 7893, 1979
7000, 7999, 7894, 644
7000, 7999, 7895, 2141
7000, 7999, 7896, 1396
7000, 7999, 7897, 2132
7000, 7999, 7898, 2139
7000, 7999, 7899, 1264
7000, 7999, 7900, 906
7000, 7999, 7901, 520
7000, 7999, 7902, 203
7000, 7999, 7903, 2701
7000, 7999, 7904, 1086
7000, 7999, 7905, 994
7000, 7999, 7906, 1991
7000, 7999, 7907, 903
7000, 7999, 7908, 2508
7000, 7999, 7909, 617
7000, 7999, 7910, 1502
7000, 7999, 7911, 1895
7000, 7999, 7912, 1609
7000, 7999, 7913, 1536
7000, 7999, 7914, 515
7000, 7999, 7915, 1250
7000, 7999, 7916, 1970
7000, 7999, 7917, 528
7000, 7999, 7918, 639
7000, 7999, 7919, 922
7000, 7999, 7920, 88
7000, 7999, 7921, 825
7000, 7999, 7922, 1733
7000, 7999, 7923, 528
7000, 7999, 7924, 1393
7000, 7999, 7925, 1967
7000, 7999, 7926, 100
7000, 7999, 7927, 137
7000, 7999, 7928, 1672
7000, 7999, 7929, 363
7000, 7999, 7930, 507
7000, 7999, 7931, 133
7000, 7999, 7932, 167
7000, 7999, 7933, 615
7000, 7999, 7934, 233
7000, 7999, 7935, 948
7000, 7999, 7936, 195
7000, 7999, 7937, 917
7000, 7999, 7938, 369
7000, 7999, 7939, 978
7000, 7999, 7940, 557
7000, 7999, 7941, 1368
7000, 7999, 7942, 86
7000, 7999, 7943, 511
7000, 7999, 7944, 1625
7000, 7999, 7945, 281
7000, 7999, 7946, 1670
7000, 7999, 7947, 936
7000, 7999, 7948, 488
7000, 7999, 7949, 530
7000, 7999, 7950, 1712
7000, 7999, 7951, 1296
7000, 7999, 7952, 1811
7000, 7999, 7953, 2130
7000, 7999, 7954, 481
7000, 7999, 7955, 1026
7000, 7999, 7956, 1253
7000, 7999, 7957, 1272
7000, 7999, 7958, 43
7000, 7999, 7959, 1767
7000, 7999, 7960, 1622
7000, 7999, 7961, 1119
7000, 7999, 7962, 1064
7000, 7999, 7963, 870
7000, 7999, 7964, 1282
7000, 7999, 7965, 630
7000, 7999, 7966, 1637
7000, 7999, 7967, 33
7000, 7999, 7968, 1020
7000, 7999, 7969, 599
7000, 7999, 7970, 1073
7000, 7999, 7971, 1521
7000, 7999, 7972, 715
7000, 7999, 7973, 2151
7000, 7999, 7974, 1161
7000, 7999, 7975, 1540
7000, 7999, 7976, 1479
7000, 7999, 7977, 1318
7000, 7999, 7978, 1103
7000, 7999, 7979, 894
7000, 7999, 7980, 787
7000, 7999, 7981, 282
7000, 7999, 7982, 1291
7000, 7999, 7983, 370
7000, 7999, 7984, 2145
7000, 7999, 7985, 1390
7000, 7999, 7986, 464
7000, 7999, 7987, 1968
7000, 7999, 7988, 1971
7000, 7999, 7989, 1704
7000, 7999, 7990, 1317
7000, 7999, 7991, 1277
7000, 7999, 7992, 1196
7000, 7999, 7993, 708
7000, 7999, 7994, 1922
7000, 7999, 7995, 1714
7000, 7999, 7996, 850
7000, 7999, 7997, 1045
7000, 7999, 7998, 1581
7000, 7999, 7999, 1630
end loop: total found 8000, count 8000
show the result here8000, 9017134
8000, 8999, 8000, 764
8000, 8999, 8001, 408
8000, 8999, 8002, 532
8000, 8999, 8003, 921
8000, 8999, 8004, 767
8000, 8999, 8005, 518
8000, 8999, 8006, 1100
8000, 8999, 8007, 597
8000, 8999, 8008, 181
8000, 8999, 8009, 1870
8000, 8999, 8010, 1587
8000, 8999, 8011, 2811
8000, 8999, 8012, 1350
8000, 8999, 8013, 1980
8000, 8999, 8014, 2147
8000, 8999, 8015, 1957
8000, 8999, 8016, 2202
8000, 8999, 8017, 1017
8000, 8999, 8018, 2065
8000, 8999, 8019, 167
8000, 8999, 8020, 1753
8000, 8999, 8021, 1569
8000, 8999, 8022, 197
8000, 8999, 8023, 235
8000, 8999, 8024, 129
8000, 8999, 8025, 1155
8000, 8999, 8026, 1493
8000, 8999, 8027, 521
8000, 8999, 8028, 132
8000, 8999, 8029, 91
8000, 8999, 8030, 1079
8000, 8999, 8031, 1325
8000, 8999, 8032, 1323
8000, 8999, 8033, 981
8000, 8999, 8034, 1453
8000, 8999, 8035, 344
8000, 8999, 8036, 1203
8000, 8999, 8037, 855
8000, 8999, 8038, 802
8000, 8999, 8039, 1391
8000, 8999, 8040, 142
8000, 8999, 8041, 316
8000, 8999, 8042, 427
8000, 8999, 8043, 2020
8000, 8999, 8044, 1306
8000, 8999, 8045, 1325
8000, 8999, 8046, 517
8000, 8999, 8047, 436
8000, 8999, 8048, 1373
8000, 8999, 8049, 888
8000, 8999, 8050, 1400
8000, 8999, 8051, 1435
8000, 8999, 8052, 438
8000, 8999, 8053, 1431
8000, 8999, 8054, 1630
8000, 8999, 8055, 106
8000, 8999, 8056, 513
8000, 8999, 8057, 915
8000, 8999, 8058, 194
8000, 8999, 8059, 1191
8000, 8999, 8060, 1043
8000, 8999, 8061, 963
8000, 8999, 8062, 697
8000, 8999, 8063, 1372
8000, 8999, 8064, 375
8000, 8999, 8065, 1453
8000, 8999, 8066, 1450
8000, 8999, 8067, 1426
8000, 8999, 8068, 814
8000, 8999, 8069, 477
8000, 8999, 8070, 2376
8000, 8999, 8071, 274
8000, 8999, 8072, 2049
8000, 8999, 8073, 991
8000, 8999, 8074, 1589
8000, 8999, 8075, 157
8000, 8999, 8076, 708
8000, 8999, 8077, 396
8000, 8999, 8078, 1263
8000, 8999, 8079, 2076
8000, 8999, 8080, 1596
8000, 8999, 8081, 72
8000, 8999, 8082, 1913
8000, 8999, 8083, 1733
8000, 8999, 8084, 597
8000, 8999, 8085, 1910
8000, 8999, 8086, 1284
8000, 8999, 8087, 440
8000, 8999, 8088, 348
8000, 8999, 8089, 123
8000, 8999, 8090, 671
8000, 8999, 8091, 850
8000, 8999, 8092, 110
8000, 8999, 8093, 1011
8000, 8999, 8094, 1236
8000, 8999, 8095, 1402
8000, 8999, 8096, 1152
8000, 8999, 8097, 2313
8000, 8999, 8098, 757
8000, 8999, 8099, 996
8000, 8999, 8100, 155
8000, 8999, 8101, 536
8000, 8999, 8102, 1952
8000, 8999, 8103, 113
8000, 8999, 8104, 2387
8000, 8999, 8105, 164
8000, 8999, 8106, 87
8000, 8999, 8107, 810
8000, 8999, 8108, 1064
8000, 8999, 8109, 1066
8000, 8999, 8110, 1462
8000, 8999, 8111, 812
8000, 8999, 8112, 1670
8000, 8999, 8113, 1328
8000, 8999, 8114, 1267
8000, 8999, 8115, 1585
8000, 8999, 8116, 1256
8000, 8999, 8117, 126
8000, 8999, 8118, 1978
8000, 8999, 8119, 1045
8000, 8999, 8120, 985
8000, 8999, 8121, 1068
8000, 8999, 8122, 1474
8000, 8999, 8123, 929
8000, 8999, 8124, 2141
8000, 8999, 8125, 1895
8000, 8999, 8126, 951
8000, 8999, 8127, 350
8000, 8999, 8128, 250
8000, 8999, 8129, 1047
8000, 8999, 8130, 1760
8000, 8999, 8131, 1899
8000, 8999, 8132, 1134
8000, 8999, 8133, 1482
8000, 8999, 8134, 1487
8000, 8999, 8135, 1085
8000, 8999, 8136, 619
8000, 8999, 8137, 1605
